ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792554.817954000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0010	2946228724	1612662887			
1651792554.829113000	142.250.217.132	443		192.168.1.138	37670		781	6	0x0018	2946228724	1612662887			
1651792554.829114000	142.250.217.132	443		192.168.1.138	37670		195	6	0x0018	2946229453	1612662887			
1651792554.829161000	192.168.1.138	37670		142.250.217.132	443		52	6	0x0010	1612662887	2946229453			
1651792554.829219000	192.168.1.138	37670		142.250.217.132	443		52	6	0x0010	1612662887	2946229596			
1651792554.830606000	192.168.1.138	37670		142.250.217.132	443		91	6	0x0018	1612662887	2946229596			
1651792554.837829000	192.168.1.138		51193	142.250.217.132		443	1385	17				www.google.com		
1651792554.838803000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0010	2946229596	1612662926			
1651792554.841729000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.843659000	192.168.1.138		51193	142.250.217.132		443	1385	17						
1651792554.847989000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.848084000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.848085000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.848085000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.848085000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792554.853726000	192.168.1.138		51193	142.250.217.132		443	112	17						
1651792554.856701000	142.250.217.132		443	192.168.1.138		51193	244	17						
1651792554.861726000	192.168.1.138		51193	142.250.217.132		443	71	17						
1651792554.871279000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.871429000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.874320000	142.250.217.132		443	192.168.1.138		51193	72	17						
1651792554.875741000	192.168.1.138	54356		142.250.217.131	80		478	6	0x0018	3056697666	2777957708			
1651792554.879935000	142.250.217.131	80		192.168.1.138	54356		52	6	0x0010	2777957708	3056698092			
1651792554.887451000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.887816000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.890752000	142.250.217.132		443	192.168.1.138		51193	72	17						
1651792554.903988000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.904077000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.907144000	142.250.217.132		443	192.168.1.138		51193	72	17						
1651792554.918088000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.918207000	192.168.1.138		51193	142.250.217.132		443	68	17						
1651792554.921061000	142.250.217.132		443	192.168.1.138		51193	72	17						
1651792554.921307000	142.250.217.131	80		192.168.1.138	54356		754	6	0x0018	2777957708	3056698092			
1651792554.921349000	192.168.1.138	54356		142.250.217.131	80		52	6	0x0010	3056698092	2777958410			
1651792554.925915000	192.168.1.138		51193	142.250.217.132		443	136	17						
1651792554.926077000	192.168.1.138		51193	142.250.217.132		443	99	17						
1651792554.926328000	192.168.1.138	37670		142.250.217.132	443		91	6	0x0018	1612662926	2946229596			
1651792554.927802000	192.168.1.138	37670		142.250.217.132	443		76	6	0x0018	1612662965	2946229596			
1651792554.927862000	192.168.1.138	37670		142.250.217.132	443		52	6	0x0011	1612662989	2946229596			
1651792554.929181000	142.250.217.132		443	192.168.1.138		51193	637	17						
1651792554.929184000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0010	2946229596	1612662965			
1651792554.929184000	142.250.217.132		443	192.168.1.138		51193	140	17						
1651792554.930633000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0010	2946229596	1612662989			
1651792554.930634000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0010	2946229597	1612662990			
1651792554.930740000	142.250.217.132	443		192.168.1.138	37670		52	6	0x0011	2946229596	1612662989			
1651792554.930794000	192.168.1.138	37670		142.250.217.132	443		52	6	0x0010	1612662990	2946229597			
1651792554.932074000	192.168.1.138		51193	142.250.217.132		443	61	17						
1651792554.954414000	142.250.217.132		443	192.168.1.138		51193	56	17						
1651792554.967826000	195.89.146.193			192.168.1.138			84	1						
1651792555.013530000	192.168.1.138		51193	142.250.217.132		443	447	17						
1651792555.016814000	142.250.217.132		443	192.168.1.138		51193	58	17						
1651792555.017789000	142.250.217.132		443	192.168.1.138		51193	1381	17						
1651792555.017856000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017856000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017856000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017856000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017857000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017913000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017913000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017913000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017913000	142.250.217.132		443	192.168.1.138		51193	1385	17						
1651792555.017913000	142.250.217.132		443	192.168.1.138		51193	920	17						
1651792555.020487000	192.168.1.138		51193	142.250.217.132		443	65	17						
1651792555.048904000	142.250.217.132		443	192.168.1.138		51193	56	17						
1651792555.060425000	192.168.1.138			195.89.146.193			84	1						
1651792555.104021000	192.168.1.138		41630	142.250.176.22		443	532	17						
1651792555.107434000	142.250.176.22		443	192.168.1.138		41630	59	17						
1651792555.108179000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.108260000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.108261000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.108261000	142.250.176.22		443	192.168.1.138		41630	613	17						
1651792555.108397000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.108439000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.108439000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.108439000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.108439000	142.250.176.22		443	192.168.1.138		41630	276	17						
1651792555.110742000	192.168.1.138		41630	142.250.176.22		443	68	17						
1651792555.139365000	142.250.176.22		443	192.168.1.138		41630	56	17						
1651792555.181398000	192.168.1.138		41630	142.250.176.22		443	293	17						
1651792555.185773000	142.250.176.22		443	192.168.1.138		41630	58	17						
1651792555.186867000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.186870000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.186945000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.186945000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.186945000	142.250.176.22		443	192.168.1.138		41630	545	17						
1651792555.188672000	192.168.1.138		41630	142.250.176.22		443	67	17						
1651792555.217527000	142.250.176.22		443	192.168.1.138		41630	56	17						
1651792555.217809000	195.89.146.193			192.168.1.138			84	1						
1651792555.230816000	192.168.1.138			41.231.21.1			84	1						
1651792555.398660000	41.231.21.1			192.168.1.138			84	1						
1651792555.481042000	192.168.1.138			41.231.21.1			84	1						
1651792555.536365000	192.168.1.138		41630	142.250.176.22		443	289	17						
1651792555.539067000	192.168.1.138		41630	142.250.176.22		443	293	17						
1651792555.539598000	142.250.176.22		443	192.168.1.138		41630	58	17						
1651792555.540641000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.540646000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540791000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.540793000	142.250.176.22		443	192.168.1.138		41630	650	17						
1651792555.542301000	142.250.176.22		443	192.168.1.138		41630	58	17						
1651792555.544198000	192.168.1.138		33855	192.168.1.1		53	93	17					<Root>	
1651792555.545373000	192.168.1.138		36627	192.168.1.1		53	93	17					<Root>	
1651792555.546019000	192.168.1.1		53	192.168.1.138		33855	109	17					googlehosted.l.googleusercontent.com,<Root>	142.250.68.33
1651792555.546515000	192.168.1.138		41630	142.250.176.22		443	67	17						
1651792555.551109000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.551112000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.551192000	142.250.176.22		443	192.168.1.138		41630	1259	17						
1651792555.551192000	142.250.176.22		443	192.168.1.138		41630	56	17						
1651792555.553871000	192.168.1.138		41630	142.250.176.22		443	67	17						
1651792555.556078000	192.168.1.138		41630	142.250.176.22		443	292	17						
1651792555.556143000	192.168.1.1		53	192.168.1.138		36627	121	17					googlehosted.l.googleusercontent.com,<Root>	
1651792555.557715000	192.168.1.138	57144		142.250.68.33	443		60	6	0x0002	4235128690	0			
1651792555.559368000	142.250.176.22		443	192.168.1.138		41630	58	17						
1651792555.560139000	142.250.176.22		443	192.168.1.138		41630	1381	17						
1651792555.560142000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.560224000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.560224000	142.250.176.22		443	192.168.1.138		41630	1385	17						
1651792555.560224000	142.250.176.22		443	192.168.1.138		41630	193	17						
1651792555.560833000	142.250.68.33	443		192.168.1.138	57144		60	6	0x0012	3304399871	4235128691			
1651792555.560954000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235128691	3304399872			
1651792555.564809000	192.168.1.138		41630	142.250.176.22		443	66	17						
1651792555.571037000	192.168.1.138	57144		142.250.68.33	443		569	6	0x0018	4235128691	3304399872	lh3.googleusercontent.com		
1651792555.574648000	142.250.68.33	443		192.168.1.138	57144		52	6	0x0010	3304399872	4235129208			
1651792555.583012000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304399872	4235129208			
1651792555.583066000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129208	3304401290			
1651792555.583207000	142.250.68.33	443		192.168.1.138	57144		5724	6	0x0018	3304401290	4235129208			
1651792555.583208000	142.250.68.33	443		192.168.1.138	57144		456	6	0x0018	3304406962	4235129208			
1651792555.583234000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129208	3304406962			
1651792555.583244000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129208	3304407366			
1651792555.593006000	142.250.176.22		443	192.168.1.138		41630	56	17						
1651792555.602883000	192.168.1.138	57144		142.250.68.33	443		116	6	0x0018	4235129208	3304407366			
1651792555.604175000	192.168.1.138	57144		142.250.68.33	443		222	6	0x0018	4235129272	3304407366			
1651792555.604305000	192.168.1.138	57144		142.250.68.33	443		383	6	0x0018	4235129442	3304407366			
1651792555.606211000	142.250.68.33	443		192.168.1.138	57144		660	6	0x0018	3304407366	4235129272			
1651792555.606281000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129773	3304407974			
1651792555.607126000	142.250.68.33	443		192.168.1.138	57144		83	6	0x0018	3304407974	4235129442			
1651792555.607198000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129773	3304408005			
1651792555.608556000	192.168.1.138	57144		142.250.68.33	443		83	6	0x0018	4235129773	3304408005			
1651792555.608895000	142.250.68.33	443		192.168.1.138	57144		458	6	0x0018	3304408005	4235129773			
1651792555.608998000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304408411			
1651792555.609081000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0018	3304408411	4235129773			
1651792555.609081000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304409829	4235129773			
1651792555.609104000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304409829			
1651792555.609120000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304412665			
1651792555.609145000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0018	3304412665	4235129773			
1651792555.609155000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304414083			
1651792555.609286000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304414083	4235129773			
1651792555.609302000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304415501			
1651792555.609348000	142.250.68.33	443		192.168.1.138	57144		5724	6	0x0010	3304415501	4235129773			
1651792555.609370000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304421173			
1651792555.609398000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0018	3304421173	4235129773			
1651792555.609411000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304424009			
1651792555.609941000	142.250.68.33	443		192.168.1.138	57144		4306	6	0x0010	3304424009	4235129773			
1651792555.610068000	142.250.68.33	443		192.168.1.138	57144		4306	6	0x0018	3304428263	4235129773			
1651792555.610322000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304432517	4235129773			
1651792555.610390000	142.250.68.33	443		192.168.1.138	57144		4306	6	0x0018	3304433935	4235129773			
1651792555.610740000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304438189			
1651792555.612083000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0018	3304438189	4235129804			
1651792555.612231000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304441025			
1651792555.612359000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304441025	4235129804			
1651792555.612466000	142.250.68.33	443		192.168.1.138	57144		8560	6	0x0010	3304442443	4235129804			
1651792555.612517000	142.250.68.33	443		192.168.1.138	57144		4306	6	0x0018	3304450951	4235129804			
1651792555.612771000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304455205			
1651792555.612989000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304455205	4235129804			
1651792555.613080000	142.250.68.33	443		192.168.1.138	57144		7142	6	0x0018	3304456623	4235129804			
1651792555.613195000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304463713			
1651792555.613853000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304463713	4235129804			
1651792555.613969000	142.250.68.33	443		192.168.1.138	57144		10860	6	0x0018	3304466549	4235129804			
1651792555.614110000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304477357			
1651792555.615879000	142.250.68.33	443		192.168.1.138	57144		1964	6	0x0018	3304477357	4235129804			
1651792555.615946000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304479269			
1651792555.617274000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304479269	4235129804			
1651792555.617377000	142.250.68.33	443		192.168.1.138	57144		9978	6	0x0010	3304482105	4235129804			
1651792555.617433000	142.250.68.33	443		192.168.1.138	57144		2930	6	0x0018	3304492031	4235129804			
1651792555.617434000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304494909	4235129804			
1651792555.617460000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304497745	4235129804			
1651792555.617483000	142.250.68.33	443		192.168.1.138	57144		2888	6	0x0010	3304500581	4235129804			
1651792555.617501000	142.250.68.33	443		192.168.1.138	57144		1470	6	0x0010	3304503417	4235129804			
1651792555.617521000	142.250.68.33	443		192.168.1.138	57144		2035	6	0x0018	3304504835	4235129804			
1651792555.617576000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304503417			
1651792555.617609000	192.168.1.138	57144		142.250.68.33	443		52	6	0x0010	4235129804	3304506818			
1651792555.621618000	192.168.1.138	57144		142.250.68.33	443		91	6	0x0018	4235129804	3304506818			
1651792555.625129000	192.168.1.138		52832	142.250.68.33		443	1385	17				lh3.googleusercontent.com		
1651792555.629183000	142.250.68.33	443		192.168.1.138	57144		52	6	0x0010	3304506818	4235129843			
1651792555.629246000	142.250.68.33		443	192.168.1.138		52832	1385	17						
1651792555.633333000	192.168.1.138		52832	142.250.68.33		443	1385	17						
1651792555.635403000	142.250.68.33		443	192.168.1.138		52832	1385	17						
1651792555.635493000	142.250.68.33		443	192.168.1.138		52832	1385	17						
